1G9V_RQ3,/home/carmen/docking/results/results_astex_diffdock_start/1G9V_RQ3/complex_0/rank1.sdf,1G9V_RQ3_A_801,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False
1GKC_NFH,/home/carmen/docking/results/results_astex_diffdock_start/1GKC_NFH/complex_0/rank1.sdf,1GKC_NFH_A_1448,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1GM8_SOX,/home/carmen/docking/results/results_astex_diffdock_start/1GM8_SOX/complex_0/rank1.sdf,1GM8_SOX_B_1559,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False
1GPK_HUP,/home/carmen/docking/results/results_astex_diffdock_start/1GPK_HUP/complex_0/rank1.sdf,1GPK_HUP_A_1540,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False
1HNN_SKF,/home/carmen/docking/results/results_astex_diffdock_start/1HNN_SKF/complex_0/rank1.sdf,1HNN_SKF_A_3001,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False
1HP0_AD3,/home/carmen/docking/results/results_astex_diffdock_start/1HP0_AD3/complex_0/rank1.sdf,1HP0_AD3_A_1315,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False
1HQ2_PH2,/home/carmen/docking/results/results_astex_diffdock_start/1HQ2_PH2/complex_0/rank1.sdf,1HQ2_PH2_A_181,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1HVY_D16,/home/carmen/docking/results/results_astex_diffdock_start/1HVY_D16/complex_0/rank1.sdf,1HVY_D16_D_417,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False
1HWI_115,/home/carmen/docking/results/results_astex_diffdock_start/1HWI_115/complex_0/rank1.sdf,1HWI_115_B_1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False
1IA1_TQ3,/home/carmen/docking/results/results_astex_diffdock_start/1IA1_TQ3/complex_0/rank1.sdf,1IA1_TQ3_B_196,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False
1IG3_VIB,/home/carmen/docking/results/results_astex_diffdock_start/1IG3_VIB/complex_0/rank1.sdf,1IG3_VIB_B_501,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,False
1J3J_CP6,/home/carmen/docking/results/results_astex_diffdock_start/1J3J_CP6/complex_0/rank1.sdf,1J3J_CP6_A_609,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False
1JD0_AZM,/home/carmen/docking/results/results_astex_diffdock_start/1JD0_AZM/complex_0/rank1.sdf,1JD0_AZM_B_2401,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1JJE_BYS,/home/carmen/docking/results/results_astex_diffdock_start/1JJE_BYS/complex_0/rank1.sdf,1JJE_BYS_A_250,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False
1JLA_TNK,/home/carmen/docking/results/results_astex_diffdock_start/1JLA_TNK/complex_0/rank1.sdf,1JLA_TNK_A_999,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1K3U_IAD,/home/carmen/docking/results/results_astex_diffdock_start/1K3U_IAD/complex_0/rank1.sdf,1K3U_IAD_A_801,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False
1KE5_LS1,/home/carmen/docking/results/results_astex_diffdock_start/1KE5_LS1/complex_0/rank1.sdf,1KE5_LS1_A_299,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1KZK_JE2,/home/carmen/docking/results/results_astex_diffdock_start/1KZK_JE2/complex_0/rank1.sdf,1KZK_JE2_A_701,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
